,City,Temperature,Humidity,Longitude,Latitude,Cloudiness,Country,Windspeed,Date
364,cruzeiro do sul,56.79,92,-51.9853,-29.5128,84,BR,0.96,1651882809
365,varkaus,41.31,91,27.873,62.3153,66,FI,6.91,1651882810
366,madera,83.28,32,-119.8343,37.1666,15,US,8.68,1651882810
367,sinnar,91.15,26,33.5672,13.5691,39,SD,9.48,1651882811
368,bonavista,32.5,79,-53.1147,48.6499,100,CA,22.24,1651882812
369,hammond,47.95,81,-87.5,41.5834,100,US,17.27,1651882813
370,cururupu,74.41,95,-44.8683,-1.8283,83,BR,3.4,1651882745
371,gisborne,62.73,65,178.0042,-38.6533,9,NZ,3.18,1651882814
372,kavaratti,84.72,71,72.642,10.5669,93,IN,11.92,1651882814
373,boone,64.96,78,-92.3335,39.0334,93,US,9.89,1651882815
374,qom,69.31,28,50.8764,34.6401,50,IR,1.72,1651882816
375,ligayan,83.93,77,119.4706,4.6533,91,PH,10.18,1651882817
376,maua,58.64,86,-46.4614,-23.6678,62,BR,5.95,1651882818
377,kachiry,42.33,53,76.1036,53.0675,71,KZ,15.48,1651882818
378,leningradskiy,23.32,90,178.4167,69.3833,100,RU,8.7,1651882819
379,sechura,70.36,73,-80.8222,-5.5569,29,PE,16.44,1651882820
380,dubai,86.16,29,55.3047,25.2582,0,AE,11.5,1651882638
381,safaga,73.02,40,33.9365,26.7292,0,EG,13.96,1651882821
382,rocha,55.4,89,-54.3333,-34.4833,2,UY,1.68,1651882526
383,shache,70.29,34,77.2406,38.4167,100,CN,10.47,1651882569
384,zlutice,45.52,85,13.163,50.0919,96,CZ,3.47,1651882822
385,kaoma,60.04,78,24.8,-14.7833,9,ZM,5.44,1651882823
386,tual,85.17,72,132.75,-5.6667,100,ID,21.21,1651882740
387,chuy,57.76,84,-53.4616,-33.6971,0,UY,2.44,1651882824
388,barras,75.79,88,-42.2944,-4.2444,96,BR,4.09,1651882825
389,shahr-e babak,61.14,37,55.1186,30.1165,14,IR,6.76,1651882825
390,dandong,58.17,23,124.3947,40.1292,25,CN,17.29,1651882826
391,malanje,64.49,84,16.341,-9.5402,75,AO,0.78,1651882827
392,mogadouro,50.5,59,-6.7119,41.3403,53,PT,5.75,1651882827
393,thap than,84.7,83,99.8917,15.4606,100,TH,4.23,1651882828
394,north myrtle beach,75.06,88,-78.68,33.816,100,US,20.71,1651882618
395,kyzyl,54.5,56,94.45,51.7,3,RU,3.33,1651882829
396,pimentel,65.25,86,-79.9342,-6.8367,22,PE,12.53,1651882830
397,provideniya,34.34,70,-173.3,64.3833,12,RU,8.5,1651882831
398,mlowo,55.31,94,32.9833,-9.0,94,TZ,3.15,1651882832
399,bahia honda,79.93,76,-83.1592,22.9036,38,CU,3.29,1651882832
400,halifax,44.37,63,-63.5724,44.6453,77,CA,5.01,1651882547
401,sesvete,56.71,85,16.1164,45.8311,0,HR,2.3,1651882833
402,phalaborwa,63.68,49,31.1411,-23.943,0,ZA,2.84,1651882834
403,gisors,51.84,89,1.7801,49.2818,85,FR,5.88,1651882835
404,surt,64.47,84,16.5887,31.2089,28,LY,12.93,1651882835
405,pemba,74.77,86,40.5178,-12.974,19,MZ,11.07,1651882836
406,cabuyaro,75.0,90,-72.794,4.2817,78,CO,1.03,1651882837
407,cedar city,79.77,11,-113.0619,37.6775,0,US,19.57,1651882600
408,belyy yar,49.86,56,91.3903,53.6039,0,RU,4.47,1651882838
409,chifeng,47.91,14,118.9636,42.2683,37,CN,13.98,1651882839
410,santa cruz,67.46,73,-63.1667,-17.8,0,BO,3.44,1651882827
411,black river,79.5,79,-77.8487,18.0264,22,JM,4.23,1651882840
412,groa,40.48,99,8.7167,62.65,100,NO,6.29,1651882841
413,vestmannaeyjar,41.54,65,-20.2734,63.4427,67,IS,15.08,1651882841
414,carora,76.28,78,-70.0827,10.1755,100,VE,0.87,1651882843
415,makakilo city,79.54,59,-158.0858,21.3469,75,US,19.57,1651882843
416,massagno,53.29,90,8.9453,46.0156,75,CH,3.44,1651882844
417,gravdal,39.99,83,13.5031,68.1214,70,NO,45.39,1651882845
418,kauhajoki,46.38,78,22.1833,62.4333,42,FI,10.74,1651882845
419,santa marta,81.9,79,-74.199,11.2408,100,CO,8.05,1651882846
420,kerema,84.02,73,145.7785,-7.9631,61,PG,4.81,1651882847
421,bulungu,73.54,75,18.6,-4.55,96,CD,1.23,1651882847
422,arlit,94.3,13,7.3853,18.7369,100,NE,22.1,1651882848
423,ancud,52.14,91,-73.8203,-41.8697,100,CL,10.92,1651882571
424,bilibino,33.08,99,166.4372,68.0546,100,RU,6.67,1651882849
425,tilichiki,29.46,98,166.1,60.4667,100,RU,5.82,1651882850
426,guanaja,82.08,85,-85.9,16.4,95,HN,27.22,1651882851
427,bitam,69.44,99,11.5007,2.076,100,GA,2.57,1651882851
428,saint-joseph,70.18,76,55.6167,-21.3667,35,RE,13.69,1651882852
429,general pico,60.49,45,-63.7568,-35.6566,0,AR,7.07,1651882853
430,kungurtug,45.81,55,97.5228,50.5994,11,RU,0.54,1651882665
431,port hedland,77.05,41,118.5667,-20.3167,2,AU,20.71,1651882854
432,edgewater,84.2,48,-80.9023,28.9889,20,US,5.75,1651882855
433,san quintin,67.23,62,-115.95,30.4833,1,MX,13.02,1651882856
434,wegorzewo,42.78,92,21.7372,54.2157,3,PL,4.03,1651882857
435,hualmay,65.01,87,-77.6139,-11.0964,6,PE,9.33,1651882858
436,itaituba,77.95,86,-55.9836,-4.2761,95,BR,1.77,1651882858
437,eirunepe,75.88,83,-69.8736,-6.6603,94,BR,2.33,1651882859
438,komsomolskiy,63.32,63,71.7189,40.4272,30,UZ,0.0,1651882705
439,grimshaw,40.62,87,-117.6027,56.1834,100,CA,18.41,1651882860
440,kimbe,88.3,60,150.1429,-5.5502,45,PG,1.61,1651882861
441,kalakamati,59.58,48,27.3121,-20.5929,3,BW,6.53,1651882862
442,conde,72.86,94,-34.9075,-7.2597,75,BR,9.22,1651882862
443,mount gambier,54.97,86,140.7667,-37.8333,78,AU,9.4,1651882863
444,tocopilla,64.4,76,-70.1979,-22.092,31,CL,4.41,1651882864
445,golcuv jenikov,52.9,88,15.4769,49.8163,0,CZ,2.3,1651882865
446,dunedin,59.81,67,170.5036,-45.8742,94,NZ,8.01,1651882866
447,pisco,66.25,82,-76.2167,-13.7,0,PE,13.8,1651882741
448,bethel,51.24,89,-73.414,41.3712,100,US,4.61,1651882642
449,nieuw amsterdam,78.91,89,-55.0833,5.8833,40,SR,2.3,1651882867
450,basco,82.98,75,121.9702,20.4487,98,PH,13.53,1651882868
451,muisne,77.52,83,-80.0333,0.6,60,EC,7.2,1651882869
452,tianpeng,76.69,52,103.9393,30.9866,19,CN,2.98,1651882869
453,morehead,56.91,90,-87.1764,37.2711,100,US,10.36,1651882870
454,the valley,78.66,71,-63.0578,18.217,26,AI,16.08,1651882871
455,ust-maya,40.15,63,134.5333,60.4167,12,RU,9.75,1651882871
456,indian head,57.78,90,-77.1622,38.6001,100,US,0.0,1651882872
457,magadan,34.54,97,150.8,59.5667,100,RU,21.23,1651882873
458,lucea,80.85,73,-78.1736,18.451,20,JM,2.46,1651882874
459,vieste,61.29,84,16.175,41.8825,97,IT,17.25,1651882874
460,dharchula,64.72,52,80.5333,29.85,25,IN,5.37,1651882875
461,goundi,85.55,48,17.366,9.3627,100,TD,9.04,1651882876
462,dingle,84.0,74,122.6711,10.9995,27,PH,11.12,1651882799
463,denpasar,81.72,88,115.2167,-8.65,20,ID,2.3,1651882877
464,jiazi,73.76,74,116.067,22.8779,94,CN,10.85,1651882877
465,dromolaxia,60.8,56,33.586,34.8761,0,CY,4.61,1651882878
466,anadyr,33.49,80,177.4833,64.75,75,RU,11.18,1651882879
467,lukovetskiy,34.02,98,41.9211,64.2956,50,RU,4.83,1651882880
468,oranjestad,80.55,83,-70.027,12.524,20,AW,13.8,1651882780
469,serebryansk,55.8,61,83.2892,49.6925,0,KZ,3.44,1651882881
470,cap-aux-meules,37.42,81,-61.8597,47.3821,75,CA,11.5,1651882882
471,kushima,70.29,82,131.2333,31.4583,67,JP,6.29,1651882882
472,gafanha da encarnacao,54.01,72,-8.733,40.6181,37,PT,2.19,1651882883
473,victor harbor,60.01,67,138.6167,-35.5667,92,AU,14.36,1651882884
474,mashhad,66.34,63,59.6062,36.297,0,IR,0.0,1651882884
475,gambela,74.34,79,34.5833,8.25,34,ET,4.5,1651882885
476,carmo do rio claro,60.93,83,-46.1189,-20.9719,14,BR,2.46,1651882886
477,deputatskiy,23.05,89,139.9,69.3,98,RU,4.38,1651882887
478,oussouye,75.29,53,-16.5469,12.485,1,SN,10.89,1651882888
479,yuli,81.7,61,10.2744,9.6989,99,NG,10.85,1651882889
480,teya,44.24,74,92.6267,60.3778,63,RU,7.45,1651882883
481,te anau,60.49,74,167.7167,-45.4167,98,NZ,5.06,1651882890
482,bucerias,78.78,73,-105.3333,20.75,20,MX,10.36,1651882863
483,kavieng,85.6,68,150.7967,-2.5744,78,PG,14.88,1651882891
484,presidente olegario,69.73,68,-46.4181,-18.4178,45,BR,3.09,1651882892
485,trelew,61.0,54,-65.3051,-43.249,87,AR,16.75,1651882601
486,husavik,33.6,70,-17.3389,66.0449,54,IS,10.16,1651882799
487,kamenka,39.07,60,42.7678,51.3223,2,RU,6.08,1651882618
488,varhaug,45.57,92,5.6457,58.6147,100,NO,17.52,1651882894
489,saint-louis,89.24,21,-15.0,16.3333,0,SN,15.17,1651882894
490,banjarmasin,80.74,82,114.591,-3.3244,75,ID,3.76,1651882825
491,dale,57.74,94,-86.99,38.1689,100,US,13.8,1651882896
492,thinadhoo,83.66,76,72.9333,0.5333,60,MV,15.05,1651882897
493,pochutla,82.81,50,-96.4661,15.7432,1,MX,6.08,1651882660
494,nikolayevsk-na-amure,36.41,93,140.73,53.1406,84,RU,12.75,1651882898
495,gat,53.49,100,34.7642,31.61,0,IL,2.91,1651882899
496,naryan-mar,31.12,98,53.087,67.6713,100,RU,14.52,1651882900
497,northam,52.12,97,-4.2167,51.0333,74,GB,6.69,1651882901
498,grand gaube,72.37,75,57.6608,-20.0064,41,MU,3.0,1651882903
499,chisec,82.63,81,-90.2833,15.8167,58,GT,5.73,1651882904
500,nicoya,80.67,79,-85.452,10.1483,86,CR,1.1,1651882904
501,stornoway,37.36,93,-6.3865,58.2093,100,GB,1.14,1651882906
502,hobyo,81.9,84,48.5268,5.3505,10,SO,18.97,1651882906
503,santa teresa,81.41,94,-66.6631,10.2341,100,VE,2.21,1651882907
504,shiyan,62.87,63,110.7781,32.6475,7,CN,10.09,1651882908
505,san policarpo,82.8,80,125.5072,12.1791,22,PH,12.39,1651882908
506,tanout,88.7,20,8.8879,14.9709,99,NE,8.59,1651882909
507,lithakia,54.77,81,20.8333,37.7167,26,GR,3.62,1651882910
508,sainte-thecle,46.45,44,-72.4991,46.8168,0,CA,6.04,1651882911
509,naantali,42.31,87,22.0243,60.4674,0,FI,8.05,1651882911
510,genhe,47.46,26,121.5167,50.7833,14,CN,9.17,1651882912
511,kawalu,75.04,93,108.2082,-7.3817,82,ID,0.94,1651882913
512,hovd,54.25,37,91.6419,48.0056,0,MN,2.91,1651882913
513,singaraja,82.62,77,115.0882,-8.112,74,ID,2.15,1651882914
514,kununurra,76.98,23,128.7333,-15.7667,0,AU,14.97,1651882699
515,grand-lahou,79.74,87,-5.0242,5.1367,94,CI,8.12,1651882915
516,seda,41.05,98,25.75,57.65,7,LV,4.32,1651882916
517,shimoda,62.1,83,138.95,34.6667,91,JP,12.44,1651882917
518,surgut,24.1,68,73.4167,61.25,20,RU,22.37,1651882918
519,walvis bay,52.75,93,14.5053,-22.9575,0,NA,5.75,1651882918
520,kargasok,28.31,82,80.8572,59.0556,83,RU,27.96,1651882919
521,vryburg,56.88,43,24.7284,-26.9566,2,ZA,5.06,1651882920
522,glendive,76.96,22,-104.7125,47.1053,40,US,13.8,1651882921
523,praia da vitoria,57.45,94,-27.0667,38.7333,20,PT,6.98,1651882921
524,boende,69.55,98,20.8667,-0.2167,99,CD,2.21,1651882922
525,tokur,32.22,92,132.9,53.1333,100,RU,0.45,1651882923
526,murgab,75.07,57,61.9714,37.4966,75,TM,4.61,1651882923
527,fukue,71.96,88,128.8419,32.6881,75,JP,3.44,1651882924
528,harer,60.03,75,42.1258,9.3094,23,ET,1.97,1651882925
529,south venice,80.62,85,-82.4243,27.0531,20,US,12.66,1651882926
530,manacapuru,77.59,90,-60.6206,-3.2997,56,BR,2.55,1651882926
531,adrar,83.32,14,-10.0711,20.5022,1,MR,9.01,1651882652
532,wanning,78.62,89,110.3967,18.8003,97,CN,2.8,1651882927
533,srednekolymsk,29.21,93,153.6833,67.45,100,RU,9.48,1651882928
534,caibarien,79.92,74,-79.4669,22.5206,3,CU,8.59,1651882929
535,kafanchan,72.77,83,8.3,9.5833,100,NG,2.19,1651882929
536,aquiraz,78.89,87,-38.3911,-3.9014,93,BR,12.17,1651882930
537,mattru,76.6,92,-11.8332,7.6244,25,SL,2.42,1651882931
538,desaguadero,46.31,43,-69.0417,-16.5656,0,PE,5.55,1651882932
539,zyuzelskiy,31.84,77,60.1331,56.4856,23,RU,6.76,1651882933
540,piacabucu,77.16,79,-36.4344,-10.4056,16,BR,7.56,1651882934
541,mineiros,62.58,71,-52.5511,-17.5694,0,BR,2.66,1651882934
542,aktau,54.18,72,51.2,43.65,33,KZ,23.17,1651882935
543,santa fe,65.66,87,-60.7,-31.6333,100,AR,1.99,1651882647
544,henties bay,58.8,88,14.2845,-22.116,0,NA,10.18,1651882936
545,merauke,81.5,80,140.3333,-8.4667,58,ID,9.98,1651882937
546,agadez,90.43,13,10.25,19.75,93,NE,9.89,1651882938
547,talcahuano,55.08,88,-73.1167,-36.7167,0,CL,12.66,1651882939
548,lazaro cardenas,80.8,64,-102.2,17.9583,69,MX,11.14,1651882940
549,port hardy,50.18,66,-127.4199,50.6996,40,CA,17.27,1651882940
550,beysehir,42.96,77,31.7246,37.6773,64,TR,10.71,1651882941
551,tautira,81.27,78,-149.15,-17.7333,35,PF,4.76,1651882942
552,mackay,77.68,81,149.2,-21.15,95,AU,9.8,1651882942
553,mumbwa,59.86,74,27.0619,-14.9783,2,ZM,4.07,1651882943
554,beidao,68.22,59,105.8933,34.5686,10,CN,7.11,1651882944
555,bud,57.63,90,-86.1758,39.447,97,US,12.12,1651882945
556,rio do sul,60.39,94,-49.6431,-27.2142,69,BR,2.48,1651882945
557,tolaga bay,61.83,69,178.3,-38.3667,12,NZ,2.62,1651882946
558,buala,84.72,74,159.5921,-8.145,83,SB,9.98,1651882947
559,hua hin,82.99,85,99.9588,12.5707,100,TH,2.3,1651882947
560,diffa,87.66,29,12.6113,13.3154,100,NE,4.38,1651882948
561,evensk,31.28,99,159.2333,61.95,100,RU,5.39,1651882949
562,alliance,53.13,95,-81.1059,40.9153,100,US,14.52,1651882949
563,dawei,78.33,89,98.2,14.0833,99,MM,4.18,1651882950
564,aginskoye,50.97,19,114.53,51.1,65,RU,11.68,1651882951
565,tshikapa,72.27,74,20.8,-6.4167,98,CD,1.79,1651882952
566,bowen,78.8,75,148.2333,-20.0167,85,AU,10.13,1651882952
567,kenai,48.87,55,-151.2583,60.5544,0,US,11.5,1651882953
568,uruzgan,66.76,22,66.0,32.8333,2,AF,6.29,1651882654
569,ternate,83.37,76,127.4,0.8,75,ID,2.71,1651882954
570,vradiyivka,45.41,58,30.5919,47.862,54,UA,7.43,1651882955
571,bushenyi,59.16,97,30.2114,-0.5853,99,UG,2.04,1651882955
572,suntar,42.75,83,117.6319,62.1444,83,RU,4.63,1651882957
573,ampanihy,72.12,71,44.75,-24.7,29,MG,6.49,1651882957
574,saravan,40.71,82,45.6483,39.7196,16,AM,8.37,1651882958
575,rio grande,59.63,74,-52.0986,-32.035,12,BR,3.71,1651882941
576,pacasmayo,66.42,83,-79.5714,-7.4006,37,PE,11.48,1651882959
577,tigil,38.5,96,158.6667,57.8,100,RU,3.58,1651882960
578,pacifica,61.65,88,-122.4869,37.6138,75,US,14.97,1651882960
579,taltal,61.88,87,-70.4833,-25.4,100,CL,6.49,1651882961
580,rock sound,78.73,72,-76.2,24.9,2,BS,5.66,1651882962
581,balaipungut,75.72,97,101.2833,1.05,100,ID,2.66,1651882963
582,akita,70.74,52,140.1167,39.7167,0,JP,8.05,1651882964
583,namwala,62.15,77,26.4384,-15.7504,43,ZM,3.74,1651882965
584,ler,81.43,61,30.1418,8.3018,85,SS,4.16,1651882966
585,suleja,75.54,77,7.1808,9.1758,100,NG,2.15,1651882966
586,padang,75.25,90,100.3543,-0.9492,100,ID,2.75,1651882967
587,acari,68.43,85,-74.6158,-15.4311,24,PE,3.31,1651882968
588,aksu,69.73,42,80.2644,41.1231,82,CN,11.12,1651882969
589,ban nahin,73.72,94,104.2122,18.2418,78,LA,2.53,1651882970
590,marsh harbour,79.0,75,-77.0636,26.5412,65,BS,4.36,1651882971
591,honavar,79.59,84,74.45,14.2833,72,IN,4.83,1651882971
592,ribeira brava,64.13,53,-17.0667,32.65,67,PT,4.18,1651882972
593,kashira,41.34,75,38.1669,54.8444,31,RU,8.08,1651882973
594,neiafu,83.08,74,-173.9833,-18.65,75,TO,6.91,1651882974
595,dire,90.43,24,-10.9667,12.2833,50,ML,3.96,1651882975
596,abha,62.85,48,42.5053,18.2164,0,SA,5.75,1651882976
597,nara,71.08,47,135.8049,34.6851,8,JP,1.61,1651882977
598,kiunga,84.83,72,141.2906,-6.1219,56,PG,2.89,1651882978
599,biltine,87.66,11,20.9167,14.5333,33,TD,14.63,1651882978
600,abonnema,77.0,87,6.7931,4.7084,97,NG,4.27,1651882979
601,saint anthony,69.19,26,-93.218,45.0205,0,US,11.5,1651882980
602,wasilla,54.75,43,-149.4394,61.5814,75,US,8.05,1651882799
603,birr,50.22,96,-7.9133,53.0914,34,IE,3.87,1651882981
604,hellvik,46.78,90,5.781,59.9156,95,NO,3.0,1651882982
605,nichinan,69.48,82,131.3667,31.6,84,JP,7.25,1651882983
606,porto novo,75.18,90,2.6036,6.4965,100,BJ,3.71,1651882766
607,sonoita,92.08,6,-112.8333,31.85,1,MX,14.83,1651882985
608,porto murtinho,66.15,67,-57.8825,-21.6989,14,BR,4.34,1651882985
609,nanortalik,34.11,99,-45.2371,60.1432,100,GL,2.33,1651882986
610,letpadan,81.05,76,95.75,17.7833,71,MM,5.41,1651882987
611,conceicao do araguaia,78.01,82,-49.2647,-8.2578,87,BR,3.94,1651882988
612,port lincoln,56.88,64,135.8667,-34.7333,22,AU,7.96,1651882989
613,flinders,60.24,55,150.8552,-34.5833,5,AU,7.0,1651882990
614,karasjok,38.5,100,25.5112,69.4719,100,NO,9.64,1651882990
615,firovo,41.85,88,33.7021,57.4814,57,RU,6.62,1651882991
616,novoagansk,21.42,93,76.6625,61.9449,100,RU,32.68,1651882992
617,kuala selangor,79.0,86,101.25,3.35,100,MY,10.16,1651882993
618,kamaishi,60.53,77,141.8833,39.2667,17,JP,13.58,1651882993
619,puri,79.32,89,85.85,19.8,3,IN,6.26,1651882994
620,eydhafushi,84.29,74,73.0708,5.1033,62,MV,12.86,1651882753
621,isangel,80.24,66,169.2667,-19.55,22,VU,18.37,1651882967
622,gamba,78.15,92,10.0,-2.65,100,GA,5.75,1651882995
623,sinop,44.19,98,34.8709,41.7711,100,TR,6.98,1651882996
624,remerschen,52.03,58,6.3517,49.4886,0,LU,8.05,1651882997
625,kuybysheve,41.25,58,36.6491,47.358,78,UA,9.6,1651882998
626,kabanjahe,64.85,96,98.4908,3.1001,100,ID,3.38,1651882998
627,kautokeino,37.87,94,23.0412,69.0125,100,NO,17.16,1651882999
628,tayu,80.02,83,111.0518,-6.5397,39,ID,5.82,1651883000
629,sisimiut,26.76,68,-53.6735,66.9395,11,GL,5.97,1651882749
630,sibiti,70.59,96,13.3499,-3.6819,100,CG,2.73,1651883001
631,passo fundo,53.15,81,-52.4067,-28.2628,100,BR,5.08,1651882783
632,waverley,54.23,69,28.2591,-25.7023,0,ZA,2.3,1651883002
633,seoul,61.14,82,126.9778,37.5683,75,KR,6.91,1651882931
