,City,Temperature,Humidity,Longitude,Latitude,Cloudiness,Country,Windspeed,Date
367,mantua,54.77,90,10.7833,45.1667,100,IT,1.01,1651877338
368,henties bay,59.27,88,14.2845,-22.116,0,NA,11.9,1651877340
369,kurilsk,51.08,73,147.8833,45.2333,87,RU,13.67,1651877340
370,boa vista,78.78,89,-60.6733,2.8197,75,BR,4.61,1651877341
371,shache,71.74,30,77.2406,38.4167,100,CN,13.22,1651877342
372,preston,52.81,94,-2.7167,53.7667,89,GB,5.28,1651877343
373,bamako,94.3,15,-8.0,12.65,32,ML,4.05,1651877344
374,am timan,87.06,43,20.2827,11.0297,53,TD,2.01,1651877345
375,maniitsoq,27.23,78,-52.9,65.4167,1,GL,4.07,1651877346
376,axim,76.26,84,-2.2405,4.8699,100,GH,4.38,1651877346
377,acapulco,84.25,60,-99.8901,16.8634,51,MX,9.28,1651877244
378,conde,78.26,89,-34.9075,-7.2597,0,BR,4.61,1651877348
379,quesnel,48.7,61,-122.5029,52.9999,100,CA,12.66,1651877349
380,kalmunai,81.23,82,81.8167,7.4167,98,LK,2.13,1651877350
381,ust-kulom,36.32,98,53.6902,61.6864,100,RU,6.44,1651877351
382,deputatskiy,21.69,91,139.9,69.3,100,RU,3.87,1651877352
383,krasnoselkup,22.23,86,82.4667,65.7,100,RU,24.4,1651877352
384,kharp,6.76,91,65.8081,66.8014,8,RU,6.44,1651877354
385,flin flon,57.04,58,-101.865,54.7682,100,CA,11.5,1651877117
386,lardos,66.02,69,28.0157,36.0942,80,GR,6.33,1651877355
387,coahuayana,84.0,54,-103.6833,18.7333,86,MX,7.81,1651877356
388,azul,58.26,56,-59.8585,-36.777,5,AR,2.68,1651877356
389,werda,63.64,34,23.2833,-25.2667,1,BW,5.48,1651877357
390,choa saidan shah,78.8,29,72.9849,32.7201,0,PK,2.62,1651877358
391,suhbaatar,53.19,32,106.2078,50.2314,100,MN,14.67,1651877359
392,chortomlyk,49.05,61,34.142,47.6232,10,UA,8.68,1651877360
393,cidreira,63.1,67,-50.2056,-30.1811,60,BR,1.9,1651877361
394,bilma,91.29,12,12.9164,18.6853,64,NE,8.03,1651877111
395,prudyanka,43.12,70,36.1683,50.2361,2,UA,6.38,1651877362
396,pingxiang,69.55,94,113.85,27.6167,100,CN,4.92,1651877363
397,san patricio,89.38,57,-97.5169,28.017,1,US,17.27,1651877364
398,andenes,40.98,81,16.1194,69.3143,75,NO,20.71,1651877364
399,chernivtsi,54.59,69,25.9403,48.2915,99,UA,5.59,1651877365
400,christchurch,59.45,82,172.6333,-43.5333,40,NZ,5.75,1651877366
401,laguna de perlas,86.09,79,-83.6712,12.3429,33,NI,7.36,1651877367
402,makakilo city,77.13,64,-158.0858,21.3469,100,US,19.57,1651877350
403,soe,69.8,86,124.284,-9.8607,40,ID,4.68,1651877368
404,road town,80.53,74,-64.6167,18.4167,40,VG,8.05,1651877354
405,noumea,79.0,99,166.4572,-22.2763,25,NC,14.41,1651877119
406,deniliquin,51.33,67,144.9667,-35.5333,39,AU,9.44,1651877369
407,poninka,47.21,68,27.5363,50.1849,100,UA,8.39,1651877370
408,champerico,93.74,67,-91.9167,14.3,51,GT,8.43,1651877371
409,atar,86.94,11,-13.0499,20.5169,1,MR,6.31,1651877372
410,buraydah,75.65,25,43.975,26.326,0,SA,14.41,1651877372
411,gonbad-e qabus,61.97,85,55.1672,37.25,82,IR,8.41,1651877373
412,ponta do sol,65.12,61,-17.1,32.6667,60,PT,4.27,1651877374
413,palmas bellas,77.4,86,-80.0867,9.2319,100,PA,4.9,1651877375
414,saint anthony,70.93,23,-93.218,45.0205,0,US,10.36,1651877375
415,kirkkonummi,42.39,87,24.4385,60.1238,20,FI,6.24,1651877376
416,cayenne,78.1,1,-52.3333,4.9333,75,GF,4.61,1651877377
417,olafsvik,38.73,87,-23.7142,64.8945,98,IS,19.84,1651877377
418,vardo,39.16,94,31.1107,70.3705,99,NO,13.58,1651877378
419,kuala terengganu,78.75,94,103.1408,5.3302,20,MY,2.3,1651877379
420,sechura,72.84,67,-80.8222,-5.5569,30,PE,17.07,1651877380
421,uige,69.22,81,15.0613,-7.6087,88,AO,2.82,1651877380
422,narsaq,37.62,99,-46.05,60.9167,100,GL,1.77,1651877381
423,tateyama,64.33,94,139.8667,34.9833,75,JP,2.3,1651877382
424,mehamn,39.15,87,27.8492,71.0357,75,NO,17.27,1651877383
425,meadow lake,84.2,5,-106.5436,34.8014,51,US,15.79,1651877383
426,toktogul,57.52,81,72.9402,41.8708,40,KG,1.97,1651877384
427,vagur,42.19,59,-6.8119,61.4732,21,FO,6.82,1651877385
428,vibo valentia,57.79,91,16.1274,38.6996,84,IT,6.55,1651877386
429,surovatikha,38.03,72,43.8984,55.7652,27,RU,7.72,1651877386
430,tecolutla,85.33,73,-97.0167,20.4833,14,MX,13.4,1651877387
431,fergus falls,69.71,35,-96.0776,46.283,75,US,13.8,1651877368
432,kudahuvadhoo,83.59,76,72.8944,2.6708,57,MV,14.05,1651877111
433,high level,42.91,93,-117.136,58.5169,100,CA,17.27,1651877105
434,batticaloa,81.43,82,81.6924,7.7102,94,LK,5.35,1651877390
435,port keats,74.23,40,129.55,-14.25,2,AU,14.7,1651877390
436,roma,62.69,42,-75.4557,43.2128,0,US,5.75,1651877391
437,rumoi,58.98,61,141.6428,43.9344,100,JP,1.79,1651877392
438,isabela,75.25,80,121.9711,6.7085,72,PH,0.69,1651877393
439,souillac,73.78,73,57.5167,-20.5167,20,MU,6.91,1651877393
440,college,50.49,60,-147.8028,64.8569,75,US,13.8,1651877394
441,zaranj,85.68,14,61.8833,30.9667,28,AF,3.15,1651877395
442,cabo san lucas,80.71,55,-109.9124,22.8909,1,MX,7.0,1651877303
443,namatanai,84.18,69,152.4333,-3.6667,89,PG,9.75,1651877397
444,wangkui,46.74,36,126.5,46.8333,26,CN,10.22,1651877397
445,ulaangom,50.2,40,92.0667,49.9811,0,MN,1.5,1651877398
446,meulaboh,76.51,88,96.1285,4.1363,100,ID,4.09,1651877399
447,fernley,72.43,26,-119.2518,39.608,43,US,13.0,1651877400
448,denizli,53.38,63,29.0698,37.8402,55,TR,4.14,1651877401
449,lincoln,64.53,75,-96.667,40.8,100,US,9.22,1651877402
450,lafia,77.45,79,8.5167,8.4833,96,NG,1.97,1651877403
451,minot,73.54,40,-101.2963,48.2325,0,US,13.8,1651877295
452,qinzhou,74.57,93,108.6167,21.95,100,CN,5.84,1651877404
453,altoona,50.25,92,-78.3947,40.5187,100,US,11.1,1651877262
454,kristiansund,43.45,70,7.732,63.1115,100,NO,21.85,1651877405
455,ziro,52.03,93,93.8333,27.6333,39,IN,1.99,1651877406
456,sompeta,80.76,82,84.6,18.9333,24,IN,4.94,1651877407
457,havoysund,39.43,90,24.6622,70.9963,100,NO,9.42,1651877407
458,sinnamary,76.73,91,-52.95,5.3833,100,GF,8.72,1651877408
459,shingu,64.99,79,135.9833,33.7333,95,JP,6.96,1651877409
460,ivanava,51.4,90,25.5365,52.1451,90,BY,5.68,1651877410
461,owensboro,61.47,77,-87.1133,37.7742,100,US,19.57,1651877254
462,aktash,33.84,64,87.7333,50.3,0,RU,3.71,1651877411
463,ulaanbaatar,44.73,18,106.8832,47.9077,40,MN,17.9,1651877333
464,sioux lookout,64.47,27,-91.917,50.1001,40,CA,8.05,1651877118
465,kristiinankaupunki,43.38,79,21.376,62.2743,39,FI,18.43,1651877412
466,pangkalanbuun,75.38,98,111.6167,-2.6833,100,ID,1.66,1651877413
467,cairns,79.9,83,145.7667,-16.9167,40,AU,9.22,1651877330
468,flinders,54.84,62,150.8552,-34.5833,5,AU,8.01,1651877181
469,hokitika,60.1,73,170.9667,-42.7167,78,NZ,0.4,1651877415
470,kalabo,65.35,61,22.6814,-14.97,62,ZM,5.3,1651877415
471,jieshi,76.95,78,115.8257,22.8134,95,CN,10.16,1651877416
472,isla vista,74.98,52,-119.861,34.4133,0,US,11.5,1651877417
473,manono,71.6,75,27.4167,-7.3,77,CD,2.93,1651877418
474,lorengau,84.92,74,147.2712,-2.0226,87,PG,10.07,1651877419
475,mango,83.95,73,-82.3065,27.9797,0,US,11.5,1651877420
476,longyearbyen,24.64,74,15.6401,78.2186,75,SJ,5.75,1651877421
477,liwale,66.33,97,37.9333,-9.7667,39,TZ,2.82,1651877421
478,snezhnogorsk,41.79,88,33.2531,69.1933,96,RU,15.26,1651877422
479,khani,42.37,99,42.9566,41.9563,100,GE,3.24,1651877423
480,hovd,50.97,39,91.6419,48.0056,0,MN,3.6,1651877423
481,half moon bay,65.8,76,-122.4286,37.4636,100,US,16.11,1651877424
482,grindavik,39.67,81,-22.4338,63.8424,75,IS,20.71,1651877425
483,moose factory,31.98,74,-80.6094,51.2585,0,CA,11.5,1651877426
484,alvin,82.51,86,-95.2441,29.4238,20,US,11.5,1651877426
485,diego de almagro,62.4,57,-70.05,-26.3667,99,CL,3.18,1651877252
486,bosaso,86.4,53,49.1816,11.2842,8,SO,6.69,1651877428
487,tacna,61.0,72,-70.2483,-18.0056,75,PE,6.91,1651877428
488,camabatela,64.71,80,15.375,-8.1881,93,AO,2.28,1651877429
489,tilichiki,29.34,98,166.1,60.4667,100,RU,4.97,1651877430
490,mezen,32.76,98,44.24,65.8522,94,RU,5.55,1651877430
491,kalevala,36.55,92,31.1667,65.2,26,RU,6.22,1651877431
492,olinda,82.13,74,-34.8553,-8.0089,40,BR,10.36,1651877432
493,lewisporte,31.55,88,-55.0482,49.2499,99,CA,3.69,1651877432
494,manokwari,82.22,75,134.0833,-0.8667,52,ID,3.22,1651877433
495,izumo,67.89,73,132.7667,35.3667,75,JP,5.75,1651877434
496,coihaique,49.95,76,-72.0662,-45.5752,75,CL,4.61,1651877434
497,riyadh,82.54,26,46.7219,24.6877,34,SA,8.19,1651877435
498,makhinjauri,51.66,100,41.694,41.6739,75,GE,4.61,1651877436
499,ketchikan,46.87,71,-131.6461,55.3422,40,US,9.22,1651877437
500,asau,45.52,68,26.4,46.4333,16,RO,3.29,1651877437
501,alyangula,76.87,69,136.4192,-13.8483,10,AU,4.61,1651877438
502,hua hin,82.0,88,99.9588,12.5707,82,TH,3.94,1651877439
503,muhos,40.78,75,25.9931,64.808,75,FI,8.5,1651877440
504,irun,55.67,86,-1.7894,43.339,75,ES,4.61,1651877440
505,nemuro,45.91,92,145.575,43.3236,51,JP,16.75,1651877441
506,plouzane,49.19,90,-4.6167,48.3833,0,FR,4.61,1651877442
507,letterkenny,45.99,95,-7.7333,54.95,3,IE,2.84,1651877442
508,sainte-anne,79.18,100,-61.3667,16.2333,20,GP,10.36,1651877443
509,tilbury,58.19,74,0.3586,51.4625,100,GB,7.05,1651877444
510,spring hill,82.85,69,-82.5255,28.4769,63,US,1.99,1651877445
511,mogadishu,81.59,80,45.3438,2.0371,39,SO,14.32,1651877310
512,nerchinskiy zavod,42.15,29,119.61,51.3088,1,RU,3.69,1651877446
513,mvuma,54.32,64,30.5283,-19.2792,3,ZW,5.82,1651877446
514,ajaccio,58.98,59,8.9167,42.0,100,FR,3.44,1651877447
515,jumla,50.36,90,82.1838,29.2747,26,NP,2.66,1651877448
516,bridlington,53.51,93,-0.1919,54.0831,99,GB,4.97,1651877448
517,luderitz,56.86,86,15.1594,-26.6481,2,NA,13.24,1651877449
518,hambantota,79.99,87,81.1185,6.1241,100,LK,11.05,1651877450
519,ponta delgada,65.12,94,-25.6667,37.7333,75,PT,12.66,1651877356
520,trincomalee,80.55,84,81.2335,8.5711,85,LK,9.57,1651877451
521,aldan,28.89,83,125.3894,58.6031,80,RU,3.6,1651877452
522,la romana,80.96,78,-68.9728,18.4273,40,DO,9.22,1651877192
523,vanderhoof,54.7,29,-124.0198,54.0166,69,CA,7.34,1651877412
524,methoni,60.66,73,21.7049,36.8197,4,GR,10.13,1651877453
525,bodo,44.08,70,14.405,67.28,75,NO,31.07,1651877454
526,okha,32.07,89,142.9478,53.5739,93,RU,22.19,1651877455
527,ures,97.27,7,-110.4,29.4333,0,MX,14.14,1651877456
528,agadir,64.85,47,-9.5982,30.4202,18,MA,1.1,1651877456
529,yulara,42.64,65,130.9889,-25.2406,0,AU,9.22,1651877457
530,mishkino,32.95,66,63.9175,55.3389,7,RU,8.72,1651877458
531,mitu,73.13,97,-70.1733,1.1983,90,CO,0.74,1651877401
532,kundiawa,72.54,73,144.9667,-6.0167,58,PG,1.07,1651877459
533,husavik,33.12,74,-17.3389,66.0449,64,IS,8.08,1651877460
534,connersville,59.09,88,-85.1411,39.6412,100,US,7.0,1651877461
535,margate,58.32,76,1.3862,51.3813,100,GB,4.0,1651877462
536,wellington,63.23,85,174.7756,-41.2866,75,NZ,14.97,1651877279
537,derzhavinsk,42.71,44,66.3167,51.1,95,KZ,13.33,1651877463
538,williston,77.85,19,-103.618,48.147,19,US,7.0,1651877247
539,phaltan,81.03,41,74.4333,17.9833,12,IN,7.43,1651877465
540,muscat,84.22,61,58.5922,23.6139,0,OM,4.59,1651877376
541,dingle,81.36,82,122.6711,10.9995,30,PH,8.86,1651877466
542,mercedes,63.61,71,-59.4307,-34.6515,0,AR,5.41,1651877448
543,kourou,78.12,93,-52.6478,5.1552,100,GF,6.31,1651877467
544,san salvador el seco,67.69,51,-97.65,19.1333,88,MX,5.53,1651877468
545,astghadzor,40.75,80,45.357,40.1225,54,AM,9.08,1651877468
546,komsomolskiy,63.32,63,71.7189,40.4272,35,UZ,9.22,1651877469
547,sao jose da coroa grande,78.44,80,-35.1478,-8.8978,82,BR,8.39,1651877470
548,great yarmouth,57.74,95,1.7305,52.6083,100,GB,8.9,1651877470
549,hikari,66.18,79,131.95,33.955,82,JP,3.56,1651877471
550,evensk,31.15,98,159.2333,61.95,100,RU,6.44,1651877472
551,celestun,83.97,75,-90.4,20.8667,56,MX,15.3,1651877473
552,prachuap khiri khan,78.69,94,99.75,12.2167,99,TH,2.42,1651877277
553,petatlan,85.48,52,-101.2667,17.5167,7,MX,6.93,1651877475
554,padang,76.41,92,100.3543,-0.9492,100,ID,3.76,1651877475
555,sfantu gheorghe,45.82,72,25.7833,45.8667,32,RO,3.4,1651877476
556,princeton,89.31,53,-80.4089,25.5384,0,US,9.22,1651877208
557,salta,58.57,76,-65.4117,-24.7859,0,AR,6.91,1651877477
558,erzin,52.97,71,36.2,36.9559,30,TR,3.0,1651877478
559,nouadhibou,66.18,82,-17.0347,20.931,0,MR,16.11,1651877478
560,san ramon,67.69,69,-121.978,37.7799,0,US,16.11,1651877286
561,ypsonas,62.19,63,32.9574,34.6884,0,CY,8.05,1651877274
562,port blair,81.36,83,92.75,11.6667,99,IN,12.08,1651877480
563,puerto suarez,70.7,45,-57.8,-18.95,0,BO,4.0,1651877481
564,sangar,28.67,88,127.4739,63.9242,76,RU,1.28,1651877481
565,svetlogorsk,46.06,73,29.7333,52.6333,98,BY,8.95,1651877482
566,gawler,50.18,89,138.7333,-34.6,72,AU,4.12,1651877483
567,lusambo,72.93,81,23.45,-4.9667,100,CD,0.83,1651877483
568,concordia,63.79,94,-58.0209,-31.393,75,AR,0.0,1651877462
569,carutapera,76.3,93,-46.02,-1.195,51,BR,7.58,1651877484
570,haines junction,49.95,32,-137.5108,60.7522,87,CA,10.36,1651877485
571,kasempa,65.44,67,25.8338,-13.4584,93,ZM,4.83,1651877486
572,boromo,94.33,30,-2.9333,11.75,96,BF,8.19,1651877487
573,ossora,31.98,97,163.0719,59.2353,100,RU,4.07,1651877487
574,vanavara,37.26,80,102.2797,60.34,45,RU,2.77,1651877488
575,bilibino,32.76,99,166.4372,68.0546,100,RU,7.0,1651877489
576,manisa,47.61,74,28.1667,38.8333,51,TR,4.99,1651877489
577,kaeo,67.32,80,173.7833,-35.1,3,NZ,6.38,1651877490
578,chumikan,36.95,93,135.315,54.7183,97,RU,14.5,1651877491
579,lompoc,66.74,69,-120.4579,34.6391,0,US,32.01,1651877462
580,rorvik,42.19,78,11.2373,64.8621,84,NO,28.88,1651877492
581,boddam,47.7,83,-1.7833,57.4667,28,GB,10.33,1651877492
582,gisborne,61.14,70,178.0042,-38.6533,11,NZ,3.49,1651877386
583,corinto,60.42,70,22.9573,37.9407,86,GR,3.87,1651877493
584,yar-sale,4.57,97,70.8333,66.8333,51,RU,9.95,1651877494
585,camocim,77.14,90,-40.8411,-2.9022,99,BR,11.7,1651877225
586,xihe,62.55,62,113.4659,31.6864,87,CN,7.43,1651877495
587,menongue,63.39,56,17.691,-14.6585,77,AO,1.5,1651877496
588,dabrowa tarnowska,55.69,90,20.9863,50.1746,100,PL,4.29,1651877497
589,coari,75.88,96,-63.1414,-4.085,96,BR,1.54,1651877497
590,yakeshi,41.7,26,120.7333,49.2833,7,CN,14.29,1651877498
591,lyuban,50.2,67,28.0048,52.7985,100,BY,9.95,1651877499
592,asyut,68.18,27,31.1837,27.181,0,EG,11.43,1651877499
593,carahue,50.09,95,-73.1667,-38.7,91,CL,1.48,1651877500
594,ndola,63.09,79,28.6366,-12.9587,100,ZM,4.29,1651877501
595,octeville,52.29,93,-1.6435,49.6261,100,FR,11.5,1651877502
596,bairiki,82.4,78,172.9752,1.3292,75,KI,5.75,1651877503
597,huambo,57.79,80,15.7392,-12.7761,38,AO,1.7,1651877504
598,falun,51.6,82,15.626,60.6036,93,SE,9.73,1651877504
599,abalak,30.9,88,68.5944,58.1286,76,RU,10.65,1651877505
600,arlit,94.37,12,7.3853,18.7369,100,NE,16.67,1651877506
601,aitape,83.1,76,142.3475,-3.1374,85,PG,4.61,1651877506
602,suicheng,61.75,84,117.9331,33.8963,18,CN,15.99,1651877507
603,emilio carranza,86.97,68,-96.6114,19.9711,20,MX,8.39,1651877508
604,develi,42.15,93,35.4922,38.3906,100,TR,3.18,1651877509
605,kombissiri,94.98,39,-1.3375,12.0656,91,BF,14.03,1651877509
606,indiana,56.21,92,-86.2503,40.0003,100,US,17.27,1651877510
607,touros,77.74,90,-35.4608,-5.1989,72,BR,11.74,1651877511
608,kuytun,46.96,59,101.5036,54.3419,66,RU,4.16,1651877511
609,panzhihua,65.05,76,101.7128,26.5851,52,CN,1.95,1651877512
610,san jose,74.25,56,-121.895,37.3394,40,US,23.02,1651877513
611,ikongo,68.14,99,47.4333,-21.8833,96,MG,1.88,1651877513
612,cabedelo,79.47,84,-34.8339,-6.9811,27,BR,12.93,1651877514
613,nanfeng,74.01,91,111.7959,23.7434,100,CN,0.67,1651877515
614,diamantino,71.67,57,-56.4461,-14.4086,0,BR,4.18,1651877515
615,ialibu,65.98,78,143.9935,-6.2821,22,PG,1.34,1651877516
616,isangel,78.6,69,169.2667,-19.55,58,VU,16.44,1651877517
